name;zipcode;company_created_13;company_13;start_up_13
51403;Nogent-l'Abbesse;5;18;5
51404;Noirlieu;;4;0
51406;Norrois;;2;1
51407;La Noue;1;16;3
51409;Nuisement-sur-Coole;1;16;5
51410;OEuilly;1;25;9
51411;Oger;4;24;4
51412;Ognes;;2;1
51413;Oiry;3;50;11
51414;Olizy;1;6;1
51415;Omey;;3;0
51416;Orbais-l'Abbaye;9;28;10
51417;Orconte;3;19;6
51418;Ormes;3;39;12
51419;Outines;1;8;2
51420;Outrepont;;4;0
51421;Oyes;;1;1
51422;Pargny-lès-Reims;2;20;8
51423;Pargny-sur-Saulx;9;55;22
51424;Passavant-en-Argonne;2;10;1
51425;Passy-Grigny;1;15;4
51426;Péas;;5;1
51428;Les Petites-Loges;1;15;4
51429;Pévy;1;13;2
51430;Pierre-Morains;2;4;1
51431;Pierry;6;97;23
51432;Pleurs;5;30;5
51433;Plichancourt;;1;0
51434;Plivot;5;15;4
51435;Pocancy;2;10;3
51436;Pogny;7;41;17
51437;Poilly;;3;1
51438;Poix;;6;3
51439;Pomacle;1;20;3
51440;Pontfaverger-Moronvilliers;8;67;15
51441;Ponthion;1;5;0
51442;Possesse;1;8;5
51443;Potangis;2;2;1
51444;Pouillon;1;9;3
51445;Pourcy;1;6;3
51446;Pringy;1;15;7
51447;Prosnes;4;14;5
51448;Prouilly;2;19;5
51449;Prunay;11;54;21
51450;Puisieulx;5;8;0
51451;Queudes;;3;0
51452;Rapsécourt;;1;0
51453;Recy;7;23;6
51454;Reims;1304;8108;2324
51455;Reims-la-Brûlée;2;4;1
51456;Remicourt;;2;1
51457;Reuil;;12;1
51458;Reuves;;1;1
51459;Réveillon;;2;0
51460;Rieux;1;4;0
51461;Rilly-la-Montagne;6;59;11
51463;Les Rivières-Henruel;;1;0
51464;Romain;5;14;4
51465;Romery;;12;4
51466;Romigny;2;9;1
51468;Rosnay;2;15;6
51469;Rouffy;;2;0
51470;Rouvroy-Ripont;;1;1
51471;Sacy;6;12;1
51472;Saint-Amand-sur-Fion;5;39;13
51473;Saint-Bon;3;4;2
51474;Saint-Brice-Courcelles;26;216;47
51475;Saint-Chéron;;1;1
51476;Saint-Étienne-au-Temple;2;7;3
51477;Saint-Étienne-sur-Suippe;;12;3
51478;Saint-Eulien;;8;5
51479;Saint-Euphraise-et-Clairizet;;7;2
51480;Sainte-Gemme;;4;1
51482;Saint-Germain-la-Ville;1;27;8
51483;Saint-Gibrien;5;20;8
51484;Saint-Gilles;2;7;3
51485;Saint-Hilaire-au-Temple;2;9;7
51486;Saint-Hilaire-le-Grand;1;18;6
51487;Saint-Hilaire-le-Petit;;10;5
51488;Saint-Imoges;2;14;7
51489;Saint-Jean-devant-Possesse;;;0
51490;Saint-Jean-sur-Moivre;1;4;2
51491;Saint-Jean-sur-Tourbe;1;4;0
51492;Saint-Just-Sauvage;7;34;9
51493;Saint-Léonard;2;25;9
51495;Saint-Loup;;3;0
51496;Saint-Lumier-en-Champagne;;7;3
51497;Saint-Lumier-la-Populeuse;1;;0
51498;Saint-Mard-sur-Auve;;3;0
51499;Saint-Mard-lès-Rouffy;;3;2
51500;Saint-Mard-sur-le-Mont;1;8;2
51501;Sainte-Marie-à-Py;1;7;1
51502;Saint-Martin-aux-Champs;;2;0
51503;Saint-Martin-l'Heureux;;1;0
51504;Saint-Martin-sur-le-Pré;7;108;16
51505;Saint-Masmes;4;8;1
51506;Saint-Memmie;23;207;63
51507;Sainte-Menehould;24;261;61
51508;Saint-Ouen-Domprot;1;7;0
51509;Saint-Pierre;1;9;2
51510;Saint-Quentin-les-Marais;1;1;0
51511;Saint-Quentin-le-Verger;;8;1
51512;Saint-Quentin-sur-Coole;1;2;1
51513;Saint-Remy-en-Bouzemont-Saint-Genest-et-Isson;2;24;4
51514;Saint-Remy-sous-Broyes;3;1;0
51515;Saint-Remy-sur-Bussy;1;6;3
51516;Saint-Saturnin;;2;0
51517;Saint-Souplet-sur-Py;;8;1
51518;Saint-Thierry;5;27;10
51519;Saint-Thomas-en-Argonne;;;0
51520;Saint-Utin;;;0
51521;Saint-Vrain;1;4;2
51522;Sapignicourt;1;12;6
51523;Sarcy;;13;4
51524;Saron-sur-Aube;2;9;3
51525;Sarry;5;63;21
51526;Saudoy;1;9;2
51527;Savigny-sur-Ardres;2;9;3
51528;Scrupt;1;5;2
51529;Selles;1;12;4
51530;Sept-Saulx;5;29;9
51531;Sermaize-les-Bains;6;81;22
51532;Sermiers;1;15;7
51533;Servon-Melzicourt;;1;1
51534;Serzy-et-Prin;1;2;0
51535;Sézanne;37;279;60
51536;Sillery;7;71;21
51537;Sivry-Ante;;4;2
51538;Sogny-aux-Moulins;;17;1
51539;Sogny-en-l'Angle;;2;1
51542;Soizy-aux-Bois;;4;2
51543;Somme-Bionne;;3;0
51544;Sommepy-Tahure;4;21;4
51545;Sommesous;3;12;5
51546;Somme-Suippe;2;9;1
51547;Somme-Tourbe;;8;0
51548;Somme-Vesle;;3;3
51549;Somme-Yèvre;1;1;1
51550;Sompuis;2;13;2
51551;Somsois;1;12;3
51552;Songy;4;8;2
51553;Souain-Perthes-lès-Hurlus;3;10;4
51555;Soudé;3;3;2
51556;Soudron;1;10;5
51557;Soulanges;1;8;3
51558;Soulières;;8;2
51559;Suippes;16;112;32
51560;Suizy-le-Franc;;6;2
51562;Taissy;17;149;46
51563;Talus-Saint-Prix;1;5;0
51564;Tauxières-Mutry;2;8;4
51565;Thaas;;4;0
51566;Thibie;2;13;3
51567;Thiéblemont-Farémont;;24;4
51568;Thil;1;9;4
51569;Thillois;4;51;17
51570;Le Thoult-Trosnay;;7;2
51571;Val-de-Vesle;6;35;9
51572;Tilloy-et-Bellay;1;10;3
51573;Tinqueux;64;393;109
51574;Togny-aux-Boeufs;;3;2
51576;Tours-sur-Marne;7;62;12
51577;Tramery;;7;3
51578;Trécon;;1;0
51579;Tréfols;2;6;2
51580;Trépail;4;12;3
51581;Treslon;2;2;0
51582;Trigny;3;21;9
51583;Trois-Fontaines-l'Abbaye;;6;2
51584;Trois-Puits;;9;3
51585;Troissy;3;30;9
51586;Unchair;1;6;2
51587;Vadenay;;9;4
51588;Valmy;4;15;5
51589;Vanault-le-Châtel;2;7;0
51590;Vanault-les-Dames;3;20;8
51591;Vandeuil;1;7;3
51592;Vandières;8;7;1
51594;Vassimont-et-Chapelaine;;2;0
51595;Vatry;4;22;3
51596;Vauchamps;1;16;4
51597;Vauciennes;1;16;1
51598;Vauclerc;1;13;5
51599;Vaudemange;2;10;1
51600;Vaudesincourt;;2;0
51601;Vavray-le-Grand;1;8;2
51602;Vavray-le-Petit;;1;1
51603;Vélye;3;13;3
51604;Ventelay;2;4;1
51605;Venteuil;2;18;5
51607;Verdon;1;8;3
51608;Vernancourt;1;2;0
51609;Verneuil;8;29;5
51610;Verrières;;8;3
51611;Vert-Toulon;1;9;1
51612;Vertus;8;145;28
51613;Verzenay;4;47;13
51614;Verzy;6;56;13
51616;Vésigneul-sur-Marne;1;7;2
51617;La Veuve;4;29;13
51618;Le Vézier;;6;0
51619;Le Vieil-Dampierre;;2;1
51620;Vienne-la-Ville;1;5;0
51621;Vienne-le-Château;1;25;7
51622;Ville-Dommange;3;20;2
51623;Ville-en-Selve;1;8;3
51624;Ville-en-Tardenois;2;31;11
51625;Villeneuve-la-Lionne;2;10;5
51626;La Villeneuve-lès-Charleville;1;4;2
51627;Villeneuve-Renneville-Chevigny;1;7;1
51628;Villeneuve-Saint-Vistre-et-Villevotte;2;7;1
51629;Villers-Allerand;5;35;8
51630;Villers-aux-Bois;2;11;3
51631;Villers-aux-Noeuds;;6;2
51632;Villers-en-Argonne;2;8;1
51633;Villers-Franqueux;2;13;3
51634;Villers-le-Château;1;15;5
51635;Villers-le-Sec;;6;2
51636;Villers-Marmery;3;19;2
51637;Villers-sous-Châtillon;1;14;6
51638;Villeseneux;;2;0
51639;La Ville-sous-Orbais;;3;0
51640;Ville-sur-Tourbe;2;7;1
51641;Villevenard;;6;2
51642;Villiers-aux-Corneilles;1;6;2
51643;Vinay;4;21;4
51644;Vincelles;3;8;2
51645;Vindey;1;3;1
51646;Virginy;1;6;1
51647;Vitry-en-Perthois;6;36;12
51648;Vitry-la-Ville;13;24;8
51649;Vitry-le-François;79;562;129
51650;Voilemont;;1;1
51651;Voipreux;6;9;3
51652;Vouarces;;;0
51654;Vouillers;3;2;1
51655;Vouzy;2;10;1
51656;Vraux;1;17;5
51657;Vrigny;2;8;5
51658;Vroil;;4;2
51659;Wargemoulin-Hurlus;;2;1
51660;Warmeriville;17;89;30
51662;Witry-lès-Reims;27;210;45
51663;Magenta;13;85;20
52001;Ageville;3;8;2
52002;Aigremont;;;0
52003;Aillianville;1;6;2
52004;Aingoulaincourt;;;0
52005;Aizanville;;;0
52006;Allichamps;;3;3
52007;Ambonville;1;4;0
52008;Andelot-Blancheville;8;35;7
52009;Andilly-en-Bassigny;;5;1
52011;Annéville-la-Prairie;1;1;0
52012;Annonville;;1;0
52013;Anrosey;1;9;3
52014;Aprey;2;4;0
52015;Arbigny-sous-Varennes;;4;2
52016;Arbot;1;3;2
52017;Arc-en-Barrois;5;41;9
52019;Arnancourt;;7;1
52021;Attancourt;;10;4
52022;Aubepierre-sur-Aube;1;3;0
52023;Auberive;4;11;1
52025;Audeloncourt;;5;2
52027;Aujeurres;;3;1
52028;Aulnoy-sur-Aube;1;4;1
52029;Autigny-le-Grand;;3;2
52030;Autigny-le-Petit;;1;1
52031;Autreville-sur-la-Renne;1;9;3
52033;Avrecourt;;3;1
52034;Bailly-aux-Forges;;5;2
52035;Baissey;;6;3
52036;Balesmes-sur-Marne;3;12;4
52037;Bannes;3;12;3
52038;Bassoncourt;;2;0
52039;Baudrecourt;;1;0
52040;Bay-sur-Aube;;5;2
52042;Beauchemin;;3;1
52043;Belmont;1;2;0
52044;Roches-Bettaincourt;3;20;7
52045;Bettancourt-la-Ferrée;10;101;25
52047;Beurville;;5;3
52050;Biesles;4;55;11
52051;Bize;;1;0
52053;Blaisy;1;5;2
52055;Blécourt;;6;0
52056;Blessonville;;7;0
52057;Blumeray;;4;1
52058;Bologne;3;58;9
52059;Bonnecourt;;1;0
52060;Bourbonne-les-Bains;13;170;28
52061;Bourdons-sur-Rognon;1;5;3
52062;Bourg;1;4;3
52063;Bourg-Sainte-Marie;;8;1
52064;Bourmont;3;23;5
52065;Bouzancourt;3;1;0
52066;Brachay;;;0
52067;Brainville-sur-Meuse;;3;1
52069;Braux-le-Châtel;1;4;3
52070;Brennes;;2;1
52072;Brethenay;1;6;1
52074;Breuvannes-en-Bassigny;1;44;16
52075;Briaucourt;;3;1
52076;Bricon;3;21;8
52079;Brousseval;4;11;1
52082;Bugnières;3;9;7
52083;Champsevraine;1;21;2
52084;Busson;;1;0
52085;Buxières-lès-Clefmont;;;0
52087;Buxières-lès-Villiers;;9;2
52088;Ceffonds;3;18;6
52089;Celles-en-Bassigny;1;2;1
52090;Celsoy;;;0
52091;Cerisières;1;1;0
52092;Chalancey;;5;1
52093;Chalindrey;7;96;18
52094;Vals-des-Tilles;1;7;3
52095;Chalvraines;;7;2
52097;Chambroncourt;;1;1
52099;Chamouilley;4;23;4
52101;Champigneulles-en-Bassigny;;1;0
52102;Champigny-lès-Langres;1;6;1
52103;Champigny-sous-Varennes;;8;0
52104;Chancenay;3;25;11
52105;Changey;1;9;2
52106;Chanoy;;3;0
52107;Chantraines;;;0
52108;Charmes;2;3;0
52109;Charmes-en-l'Angle;;;0
52110;Charmes-la-Grande;;5;2
52113;Chassigny;2;7;2
52114;Châteauvillain;7;69;21
52115;Chatenay-Mâcheron;;4;1
52116;Chatenay-Vaudin;;2;0
52118;Chatonrupt-Sommermont;2;14;4
52119;Chaudenay;;5;4
52120;Chauffourt;;3;1
52121;Chaumont;141;1090;269
52122;Chaumont-la-Ville;;2;0
52123;Chevillon;5;29;5
52124;Chézeaux;;3;1
52125;Chamarandes-Choignes;6;41;15
52126;Choilley-Dardenay;;6;1
52127;Choiseul;;3;1
52128;Cirey-lès-Mareilles;;3;0
52129;Cirey-sur-Blaise;1;9;1
52130;Cirfontaines-en-Azois;;7;6
52131;Cirfontaines-en-Ornois;;3;0
52132;Clefmont;1;10;2
52133;Clinchamp;;3;0
52134;Cohons;3;4;1
52135;Coiffy-le-Bas;1;3;1
52136;Coiffy-le-Haut;1;1;0
52137;Colmier-le-Bas;;;0
52138;Colmier-le-Haut;;2;0
52140;Colombey-les-Deux-Églises;3;48;7
52141;Condes;2;16;5
52142;Consigny;;2;0
52145;Coublanc;;3;0
52146;Coupray;;4;2
52147;Courcelles-en-Montagne;1;4;0
52149;Courcelles-sur-Blaise;1;1;0
52151;Cour-l'Évêque;;14;2
52155;Culmont;1;4;0
52156;Curel;;15;5
52157;Curmont;;2;0
52158;Cusey;1;8;0
52159;Cuves;;;0
52160;Daillancourt;;2;2
52161;Daillecourt;1;4;1
52162;Dammartin-sur-Meuse;3;10;3
52163;Dampierre;;8;2
52164;Damrémont;;6;3
52165;Dancevoir;1;9;3
52167;Darmannes;1;4;2
52168;Dinteville;;1;0
52169;Domblain;;2;1
52170;Dommarien;;2;0
52171;Dommartin-le-Franc;2;4;1
52172;Dommartin-le-Saint-Père;1;7;2
52173;Domremy-Landéville;1;2;0
52174;Doncourt-sur-Meuse;;;0
52175;Donjeux;3;18;9
52177;Doulaincourt-Saucourt;3;27;6
52178;Doulevant-le-Château;3;21;3
52179;Doulevant-le-Petit;;;0
52180;Droyes;1;17;7
52181;Échenay;;1;0
52182;Éclaron-Braucourt-Sainte-Livière;12;65;25
52183;Ecot-la-Combe;;2;1
52184;Effincourt;;2;1
52185;Enfonvelle;;3;1
52187;Épizon;;9;1
52189;Le Val-d'Esnoms;1;8;4
52190;Esnouveaux;;7;1
52193;Euffigneix;2;12;3
52194;Eurville-Bienville;6;55;20
52195;Farincourt;;1;0
52196;Faverolles;;7;1
52197;Fayl-Billot;13;79;14
52198;Fays;;3;0
52199;Ferrière-et-Lafolie;;4;1
52200;Flagey;2;2;0
52201;Flammerécourt;;4;2
52203;Fontaines-sur-Marne;;2;0
52204;Forcey;2;;0
52205;Foulain;4;33;7
52206;Frampas;;8;4
52207;Frécourt;;2;1
52208;Fresnes-sur-Apance;;4;1
52211;Froncles;6;49;14
52212;Fronville;2;8;0
52213;Genevrières;1;12;4
52214;La Genevroye;;;0
52216;Germaines;;2;0
52217;Germainvilliers;;;0
52218;Germay;;3;1
52219;Germisay;;;0
52220;Giey-sur-Aujon;1;4;2
52221;Gillancourt;;5;2
52222;Gillaumé;;;0
52223;Gilley;;1;0
52225;Goncourt;1;7;4
52227;Graffigny-Chemin;;4;2
52228;Grandchamp;;3;0
52229;Grenant;;4;1
52230;Gudmont-Villiers;2;4;2
52231;Guindrecourt-aux-Ormes;1;2;1
52232;Guindrecourt-sur-Blaise;1;1;0
52233;Guyonvelle;;3;1
52234;Hâcourt;;2;1
52235;Hallignicourt;;;0
52237;Harréville-les-Chanteurs;2;11;5
52239;Heuilley-Cotton;1;5;1
52240;Heuilley-le-Grand;;6;3
52242;Haute-Amance;5;33;7
52243;Huilliécourt;;1;0
52244;Humbécourt;2;19;8
52245;Humberville;1;2;1
52246;Humes-Jorquenay;4;23;7
52247;Illoud;;2;0
52248;Is-en-Bassigny;2;31;6
52249;Isômes;2;6;3
52250;Joinville;14;163;31
52251;Jonchery;2;28;9
52253;Juzennecourt;2;10;1
52254;Lachapelle-en-Blaisy;2;2;1
52256;Lafauche;;1;0
52257;Laferté-sur-Amance;1;8;3
52258;Laferté-sur-Aube;;14;1
52260;Lamancine;1;1;0
52262;Lamothe-en-Blaisy;;2;1
52264;Laneuvelle;;1;0
52265;Bayard-sur-Marne;4;26;8
52266;Laneuville-à-Rémy;;4;1
52267;Laneuville-au-Pont;;4;1
52269;Langres;59;400;81
52271;Lanques-sur-Rognon;;3;1
52272;Lanty-sur-Aube;1;4;3
52273;Larivière-Arnoncourt;;2;1
52274;Latrecey-Ormoy-sur-Aube;3;17;4
52275;Lavernoy;;5;0
52276;Laville-aux-Bois;;3;1
52277;Lavilleneuve;1;;0
52278;Lavilleneuve-au-Roi;;3;3
52280;Lecey;;4;2
52282;Leffonds;3;12;6
52284;Leschères-sur-le-Blaiseron;1;2;1
52285;Leuchey;;1;1
52286;Leurville;;1;0
52287;Levécourt;;5;0
52288;Lezéville;;4;1
52289;Liffol-le-Petit;2;15;2
52290;Les Loges;;2;0
52291;Longchamp;3;4;2
52292;Longeau-Percey;5;48;15
52293;Longeville-sur-la-Laines;1;17;7
52294;Louvemont;3;12;1
52295;Louvières;;2;0
52296;Louze;1;10;6
52297;Luzy-sur-Marne;;9;2
52298;Maâtz;;4;1
52300;Magneux;1;4;3
52301;Maisoncelles;;1;0
52302;Maizières;1;5;1
52303;Maizières-sur-Amance;1;2;0
52304;Malaincourt-sur-Meuse;;;0
52305;Mandres-la-Côte;1;18;5
52306;Manois;6;8;4
52307;Marac;;3;0
52308;Maranville;;14;4
52310;Marbéville;1;10;1
52311;Marcilly-en-Bassigny;;5;2
52312;Mardor;;2;2
52313;Mareilles;;2;0
52315;Marnay-sur-Marne;2;5;3
52316;Mathons;;3;1
52318;Melay;1;5;4
52319;Mennouveaux;;4;0
52320;Merrey;;1;1
52321;Mertrud;;3;1
52322;Meures;1;3;3
52325;Millières;;4;0
52326;Mirbel;;1;0
52327;Moëslains;2;13;6
52328;Montcharvot;1;3;2
52330;Montheries;2;5;0
52331;Montier-en-Der;13;122;29
52332;Val-de-Meuse;4;97;15
52335;Montot-sur-Rognon;;4;1
52336;Montreuil-sur-Blaise;;2;0
52337;Montreuil-sur-Thonnance;;2;1
52340;Montsaugeon;;6;2
52341;Morancourt;;3;0
52342;Morionvilliers;;;0
52344;Mouilleron;;2;0
52346;Mussey-sur-Marne;;12;5
52347;Narcy;;7;2
52348;Neuilly-l'Évêque;1;33;8
52349;Neuilly-sur-Suize;1;12;2
52350;Neuvelle-lès-Voisey;1;1;1
52351;Nijon;1;;0
52352;Ninville;;;0
52353;Nogent;21;177;35
52354;Noidant-Chatenoy;;2;0
52355;Noidant-le-Rocheux;1;7;3
52356;Nomécourt;;7;0
52357;Noncourt-sur-le-Rongeant;;2;0
52358;Noyers;;3;0
52359;Nully;;7;1
52360;Occey;1;7;3
52362;Orbigny-au-Mont;1;2;0
52363;Orbigny-au-Val;;1;1
52364;Orcevaux;;3;2
52365;Orges;1;13;5
52366;Ormancey;;2;0
52367;Ormoy-lès-Sexfontaines;;;0
52369;Orquevaux;1;;0
52370;Osne-le-Val;1;6;2
52371;Oudincourt;1;3;1
52372;Outremécourt;;4;1
52373;Ozières;;2;2
52374;Le Pailly;;5;3
52375;Palaiseul;;1;1
52376;Pansey;;2;0
52377;Parnoy-en-Bassigny;1;10;3
52378;Paroy-sur-Saulx;;1;0
52379;Pautaines-Augeville;;;0
52380;Peigney;1;11;1
52383;Perrancey-les-Vieux-Moulins;1;5;1
52384;Perrogney-les-Fontaines;;5;2
52385;Perrusse;;1;0
52386;Perthes;3;19;4
52388;Pierremont-sur-Amance;;5;2
52390;Pisseloup;;1;1
52391;Planrupt;1;9;1
52392;Plesnoy;1;1;1
52393;Poinsenot;;5;2
52394;Poinson-lès-Fayl;4;8;1
52395;Poinson-lès-Grancey;;2;0
52396;Poinson-lès-Nogent;;2;1
52397;Poiseul;;4;0
52398;Poissons;2;24;4
52399;Pont-la-Ville;;2;1
52400;Le Châtelet-sur-Meuse;1;7;3
52401;Poulangy;;13;6
52403;Praslay;;1;0
52405;Prauthoy;5;32;9
52406;Pressigny;;10;2
52407;Prez-sous-Lafauche;1;11;3
52411;Puellemontier;;3;0
52413;Rachecourt-Suzémont;;4;3
52414;Rachecourt-sur-Marne;2;16;2
52415;Rançonnières;1;1;0
52416;Rangecourt;;;0
52419;Rennepont;2;2;1
52420;Reynel;;2;1
52421;Riaucourt;1;7;2
52422;Richebourg;;5;1
52423;Rimaucourt;2;30;5
52424;Rivières-le-Bois;;3;0
52425;Rivière-les-Fosses;3;3;2
52426;Rizaucourt-Buchey;1;8;1
52427;Robert-Magny;1;10;1
52428;Rochefort-sur-la-Côte;;5;2
52429;Roches-sur-Marne;1;7;2
52431;Rochetaillée;1;11;2
52432;Rolampont;5;58;15
52433;Romain-sur-Meuse;;;0
52436;Rouécourt;;2;0
52437;Rouelles;;3;2
52438;Rougeux;;5;0
52439;Rouvres-sur-Aube;;3;1
52440;Rouvroy-sur-Marne;5;11;4
52442;Rupt;;4;1
52443;Sailly;;;0
52444;Saint-Blin;2;9;1
52445;Saint-Broingt-le-Bois;;;0
52446;Saint-Broingt-les-Fosses;1;9;6
52447;Saint-Ciergues;;7;4
52448;Saint-Dizier;159;1101;269
52449;Saints-Geosmes;5;91;22
52450;Saint-Loup-sur-Aujon;2;6;1
52452;Saint-Martin-lès-Langres;1;3;2
52453;Saint-Maurice;;2;0
52455;Saint-Thiébault;;12;2
52456;Saint-Urbain-Maconcourt;;18;5
52457;Saint-Vallier-sur-Marne;;5;1
52459;Sarcey;;4;3
52461;Sarrey;2;17;3
52463;Saudron;1;2;0
52464;Saulles;;;0
52465;Saulxures;;2;1
52467;Savigny;;1;0
52468;Semilly;1;6;3
52469;Semoutiers-Montsaon;3;22;8
52470;Serqueux;3;14;1
52472;Sexfontaines;1;2;0
52473;Signéville;;3;2
52474;Silvarouvres;;2;1
52475;Sommancourt;;;0
52476;Sommerécourt;;2;1
52479;Sommevoire;5;15;1
52480;Soncourt-sur-Marne;1;11;4
52482;Soulaucourt-sur-Mouzon;;3;1
52483;Soyers;1;3;2
52484;Suzannecourt;3;9;2
52486;Ternat;;2;1
52487;Thilleux;1;;0
52488;Thivet;2;4;0
52489;Thol-lès-Millières;;2;1
52490;Thonnance-lès-Joinville;3;14;2
52491;Thonnance-les-Moulins;;5;1
52492;Torcenay;1;10;5
52493;Tornay;;1;1
52494;Treix;;4;2
52495;Trémilly;1;1;0
52497;Troisfontaines-la-Ville;;7;1
52499;Vaillant;1;5;1
52500;Valcourt;4;24;6
52502;Valleret;;1;1
52503;Valleroy;;1;0
52504;Varennes-sur-Amance;;14;3
52505;Vaudrecourt;;4;1
52506;Vaudrémont;4;1;1
52507;Vauxbons;;2;1
52509;Vaux-sous-Aubigny;5;43;8
52510;Vaux-sur-Blaise;;8;2
52511;Vaux-sur-Saint-Urbain;;;0
52512;Vecqueville;2;10;2
52513;Velles;;4;4
52514;Verbiesles;1;8;1
52515;Verseilles-le-Bas;1;3;2
52516;Verseilles-le-Haut;1;1;1
52517;Vesaignes-sous-Lafauche;1;3;0
52518;Vesaignes-sur-Marne;;6;0
52519;Vesvres-sous-Chalancey;;2;1
52520;Vicq;;4;1
52522;Viéville;2;6;2
52523;Vignes-la-Côte;;4;2
52524;Vignory;;6;0
52525;Villars-en-Azois;;2;1
52526;Villars-Santenoge;1;5;2
52528;Ville-en-Blaisois;;4;2
52529;Villegusien-le-Lac;9;32;9
52534;Villiers-en-Lieu;5;52;17
52535;Villiers-le-Sec;1;24;4
52536;Villiers-lès-Aprey;;2;2
52538;Villiers-sur-Suize;5;22;3
52539;Violot;;4;0
52540;Vitry-en-Montagne;;;0
52541;Vitry-lès-Nogent;1;6;0
52542;Vivey;;2;0
52543;Voillecomte;;9;6
52544;Voisey;1;6;5
52545;Voisines;;4;2
52546;Voncourt;;;0
52547;Vouécourt;2;4;0
52548;Vraincourt;;;0
52549;Vroncourt-la-Côte;;;0
52550;Wassy;14;125;35
53001;Ahuillé;6;58;19
53002;Alexain;3;17;9
53003;Ambrières-les-Vallées;10;133;24
53004;Ampoigné;6;14;5
53005;Andouillé;6;88;31
53006;Argenton-Notre-Dame;2;4;2
53007;Argentré;13;90;29
53008;Aron;8;42;9
53009;Arquenay;;20;6
53010;Assé-le-Bérenger;3;9;1
53011;Astillé;1;17;9
53012;Athée;1;14;3
53013;Averton;3;20;5
53014;Azé;17;175;47
53015;La Baconnière;7;51;13
53016;Bais;5;54;11
53017;Ballée;4;31;10
53018;Ballots;4;46;6
53019;Bannes;;3;2
53021;La Bazoge-Montpinçon;3;17;5
53022;La Bazouge-de-Chemeré;2;11;2
53023;La Bazouge-des-Alleux;3;16;7
53025;Bazougers;3;38;7
53026;Beaulieu-sur-Oudon;3;11;4
53027;Beaumont-Pied-de-Boeuf;2;13;3
53028;Belgeard;3;12;4
53029;Bierné;4;22;3
53030;Le Bignon-du-Maine;1;17;9
53031;La Bigottière;2;11;8
53032;Blandouet;;4;2
53033;La Boissière;;4;1
53034;Bonchamp-lès-Laval;29;242;78
53035;Bouchamps-lès-Craon;2;12;5
53036;Bouère;5;29;9
53037;Bouessay;3;15;2
53038;Boulay-les-Ifs;1;5;2
53039;Le Bourgneuf-la-Forêt;13;70;22
53040;Bourgon;3;19;7
53041;Brains-sur-les-Marches;2;5;2
53042;Brecé;6;27;4
53043;Brée;2;19;5
53045;La Brûlatte;6;33;9
53046;Le Buret;;4;1
53047;Carelles;1;11;3
53048;Chailland;2;53;20
53049;Châlons-du-Maine;2;6;0
53050;Chammes;4;9;5
53051;Champéon;4;20;13
53052;Champfrémont;3;15;2
53053;Champgenéteux;4;12;3
53054;Changé;28;360;85
53055;Chantrigné;1;34;5
53056;La Chapelle-Anthenaise;3;13;5
53057;La Chapelle-au-Riboul;2;20;7
53058;La Chapelle-Craonnaise;;4;2
53059;La Chapelle-Rainsouin;2;13;2
53061;Charchigné;1;16;6
53062;Château-Gontier;54;548;160
53063;Châtelain;3;14;3
53064;Châtillon-sur-Colmont;4;34;10
53065;Châtres-la-Forêt;;33;8
53066;Chemazé;3;41;12
53067;Chémeré-le-Roi;2;13;6
53068;Chérancé;1;5;2
53069;Chevaigné-du-Maine;;4;1
53071;Colombiers-du-Plessis;;13;4
53072;Commer;1;34;7
53073;Congrier;5;28;9
53074;Contest;1;18;5
53075;Cosmes;2;9;3
53076;Cossé-en-Champagne;;16;5
53077;Cossé-le-Vivien;15;130;36
53078;Coudray;2;25;5
53079;Couesmes-Vaucé;;15;5
53080;Couptrain;;16;2
53082;Courbeveille;4;18;8
53083;Courcité;4;23;3
53084;Craon;23;214;46
53085;Crennes-sur-Fraubée;;6;2
53086;La Croixille;5;31;11
53087;La Cropte;2;10;3
53088;Cuillé;2;35;5
53089;Daon;3;21;8
53090;Denazé;1;3;1
53091;Désertines;3;29;12
53092;Deux-Évailles;1;8;1
53093;La Dorée;1;7;2
53094;Entrammes;8;79;24
53095;Épineux-le-Seguin;1;5;1
53096;Ernée;28;259;61
53097;Évron;17;251;68
53098;Fontaine-Couverte;;10;4
53099;Forcé;2;21;2
53100;Fougerolles-du-Plessis;5;59;21
53101;Fromentières;;19;4
53102;Gastines;2;3;1
53103;Le Genest-Saint-Isle;8;62;11
53104;Gennes-sur-Glaize;5;26;11
53105;Gesnes;;5;3
53106;Gesvres;1;18;6
53107;Gorron;11;146;20
53108;La Gravelle;4;34;13
53109;Grazay;3;12;3
53110;Grez-en-Bouère;7;51;17
53111;La Haie-Traversaine;1;17;4
53112;Le Ham;1;13;1
53113;Hambers;2;15;6
53114;Hardanges;1;2;1
53115;Hercé;3;11;3
53116;Le Horps;2;38;8
53117;Houssay;2;11;4
53118;Le Housseau-Brétignolles;;6;1
53119;L'Huisserie;19;101;24
53120;Izé;2;14;3
53121;Javron-les-Chapelles;;68;14
53122;Jublains;2;37;10
53123;Juvigné;2;47;17
53124;Laigné;5;23;5
53125;Landivy;3;45;13
53126;Larchamp;6;33;12
53127;Lassay-les-Châteaux;7;117;23
53128;Laubrières;1;10;5
53129;Launay-Villiers;;6;1
53130;Laval;354;2482;658
53131;Lesbois;1;3;1
53132;Levaré;;12;1
53133;Lignières-Orgères;;26;7
53134;Livet;1;4;3
